institution_id,institution_title,institution_url,source_page_url,source_page_count,source_page_urls,event_name,description,start_date,end_date,price_type,price_text,confidence,evidence,validation_status,validation_score,validation_reason,validation_checked_url,validation_http_status,validation_checked_at
inst-00067,한국화랑협회,http://www.koreagalleries.or.kr/,http://www.koreagalleries.or.kr/exhibition,1,http://www.koreagalleries.or.kr/exhibition,"고영미 개인전 ? 찬란한 봄날, 역설의 풍경","11gil 6 Insadong, Jongnogu, Seoul, Republic of Korea | 더 보기 | VIEW MORE | 고영미 개인전 ? 찬란한 봄날, 역설의 풍경 | 2026.04.15 ~ 2026.05.11 | 고영미 | 더 보기",2026-04-15,2026-05-11,unknown,,0.88,"11gil 6 Insadong, Jongnogu, Seoul, Republic of Korea | 더 보기 | VIEW MORE | 고영미 개인전 ? 찬란한 봄날, 역설의 풍경 | 2026.04.15 ~ 2026.05.11 | 고영미 | 더 보기",verified,83,"http 200; text extracted; event tokens: 고영미, 개인전, 찬란한, 봄날; institution title match; start date match; end date match; exhibition keyword; negative signal: robot, 로그인; followed redirect",http://koreagalleries.or.kr/exhibition/,200,2026-05-02T12:46:02
inst-00067,한국화랑협회,http://www.koreagalleries.or.kr/,http://www.koreagalleries.or.kr/exhibition,1,http://www.koreagalleries.or.kr/exhibition,맥화랑초대 강혜은개인전 Hyeeun Kang Solo Exhibition,"3F, 35, Dosan-daero 25-gil, Gangnam-gu, Seoul, Republic of Korea | 더 보기 | VIEW MORE | 맥화랑초대 강혜은개인전 Hyeeun Kang Solo Exhibition | 2026.04.18 ~ 2026.05.16 | 강혜은 | 더 보기",2026-04-18,2026-05-16,unknown,,0.88,"3F, 35, Dosan-daero 25-gil, Gangnam-gu, Seoul, Republic of Korea | 더 보기 | VIEW MORE | 맥화랑초대 강혜은개인전 Hyeeun Kang Solo Exhibition | 2026.04.18 ~ 2026.05.16 | 강혜은 | 더 보기",verified,103,"http 200; text extracted; event name match; institution title match; start date match; end date match; exhibition keyword; negative signal: robot, 로그인; followed redirect",http://koreagalleries.or.kr/exhibition/,200,2026-05-02T12:46:04
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/index,1,https://doam.me/index,도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25.,시모노 타츠야 & 오케스트라 디 오리지널 with 한수진_2026.06.20. 토. 5pm_서울아트센터 도암홀 | 0 | 0 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 2 | 0 | 2026 DOAM OPEN CALL: 도암갤러리 기획 공모 결과 발표,2026-06-20,,unknown,,0.95,시모노 타츠야 & 오케스트라 디 오리지널 with 한수진_2026.06.20. 토. 5pm_서울아트센터 도암홀 | 0 | 0 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 2 | 0 | 2026 DOAM OPEN CALL: 도암갤러리 기획 공모 결과 발표,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/index,200,2026-05-02T12:46:05
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/index,1,https://doam.me/index,《무너지는 것들에 대하여 When Things Collapse》전시 연계 워크숍: Red Horse 붉은 말 애니메이션 만들기,예원 챔버 오케스트라 정기연주회_2026. 2. 5.(목) 오후 2시 서울아트센터 도암홀 | 0 | 0 | 《무너지는 것들에 대하여 When Things Collapse》전시 연계 워크숍: Red Horse 붉은 말 애니메이션 만들기 | 3 | 0 | 2026 도암 신년음악회_2026.01.09.금.19:30pm_서울아트센터 도암홀,2026-01-09,,unknown,,0.84,예원 챔버 오케스트라 정기연주회_2026. 2. 5.(목) 오후 2시 서울아트센터 도암홀 | 0 | 0 | 《무너지는 것들에 대하여 When Things Collapse》전시 연계 워크숍: Red Horse 붉은 말 애니메이션 만들기 | 3 | 0 | 2026 도암 신년음악회_2026.01.09.금.19:30pm_서울아트센터 도암홀,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/index,200,2026-05-02T12:46:06
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25.,공지사항 | 도암갤러리 전시 안내 | 공지 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 도암갤러리는 2026년 3월 19일(목)부터 4월 25일(토)까지 2026년 첫 기획전 《어떤 감각으로부터 From Certain Senses》를 개최한다. 이번 전시는 지난 | 2 | 0,2026-03-19,,unknown,,0.95,공지사항 | 도암갤러리 전시 안내 | 공지 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 도암갤러리는 2026년 3월 19일(목)부터 4월 25일(토)까지 2026년 첫 기획전 《어떤 감각으로부터 From Certain Senses》를 개최한다. 이번 전시는 지난 | 2 | 0,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:08
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,도암갤러리는 2026년 3월 19일(목)부터 4월 25일(토)까지 2026년 첫 기획전 《어떤 감각으로부터 From Certain Senses》를 개최한다. 이번 전시는 지난,도암갤러리 전시 안내 | 공지 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 도암갤러리는 2026년 3월 19일(목)부터 4월 25일(토)까지 2026년 첫 기획전 《어떤 감각으로부터 From Certain Senses》를 개최한다. 이번 전시는 지난 | 2 | 0 | 도암갤러리,2026-03-19,,unknown,,0.95,도암갤러리 전시 안내 | 공지 | 도암갤러리 기획전《어떤 감각으로부터 From Certain Senses》2026.03.19. - 04.25. | 도암갤러리는 2026년 3월 19일(목)부터 4월 25일(토)까지 2026년 첫 기획전 《어떤 감각으로부터 From Certain Senses》를 개최한다. 이번 전시는 지난 | 2 | 0 | 도암갤러리,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:09
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,2025 DOAM OPEN CALL 선정 전시《무너지는 것들에 대하여 When Things Collapse》2025.12.30. ? 2026.01.29.,조회 | 491 | 공지 | 2025 DOAM OPEN CALL 선정 전시《무너지는 것들에 대하여 When Things Collapse》2025.12.30. ? 2026.01.29. | 2025 DOAM OPEN CALL 선정 전시 《무너지는 것들에 대하여 When Things Collapse》 도암갤러리에서 2025년 12월 30일(화)부터 2026년 1월 | 3 | 0,2025-12-30,,unknown,,0.84,조회 | 491 | 공지 | 2025 DOAM OPEN CALL 선정 전시《무너지는 것들에 대하여 When Things Collapse》2025.12.30. ? 2026.01.29. | 2025 DOAM OPEN CALL 선정 전시 《무너지는 것들에 대하여 When Things Collapse》 도암갤러리에서 2025년 12월 30일(화)부터 2026년 1월 | 3 | 0,likely_true,70,"http 200; text extracted; event tokens: 2025, doam, open, call; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:10
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,2025 DOAM OPEN CALL 선정 전시 《무너지는 것들에 대하여 When Things Collapse》 도암갤러리에서 2025년 12월 30일(화)부터 2026년 1월,491 | 공지 | 2025 DOAM OPEN CALL 선정 전시《무너지는 것들에 대하여 When Things Collapse》2025.12.30. ? 2026.01.29. | 2025 DOAM OPEN CALL 선정 전시 《무너지는 것들에 대하여 When Things Collapse》 도암갤러리에서 2025년 12월 30일(화)부터 2026년 1월 | 3 | 0 | 도암갤러리,2025-12-30,,unknown,,0.84,491 | 공지 | 2025 DOAM OPEN CALL 선정 전시《무너지는 것들에 대하여 When Things Collapse》2025.12.30. ? 2026.01.29. | 2025 DOAM OPEN CALL 선정 전시 《무너지는 것들에 대하여 When Things Collapse》 도암갤러리에서 2025년 12월 30일(화)부터 2026년 1월 | 3 | 0 | 도암갤러리,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:11
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,황인선 개인전《김치팝! Kimchipopped!》2025.10.16.-11.15.,조회 | 3498 | 공지 | 황인선 개인전《김치팝! Kimchipopped!》2025.10.16.-11.15. | 《황인선 개인전: 김치팝! Kimchipopped!》 도암갤러리에서 2025년 10월 16일(목)부터 11월 15일(토)까지 황인선 개인전《김치팝! Kimchipopped!》을 | 2 | 0,2025-10-16,,unknown,,0.95,조회 | 3498 | 공지 | 황인선 개인전《김치팝! Kimchipopped!》2025.10.16.-11.15. | 《황인선 개인전: 김치팝! Kimchipopped!》 도암갤러리에서 2025년 10월 16일(목)부터 11월 15일(토)까지 황인선 개인전《김치팝! Kimchipopped!》을 | 2 | 0,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:12
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,《황인선 개인전: 김치팝! Kimchipopped!》 도암갤러리에서 2025년 10월 16일(목)부터 11월 15일(토)까지 황인선 개인전《김치팝! Kimchipopped!》을,3498 | 공지 | 황인선 개인전《김치팝! Kimchipopped!》2025.10.16.-11.15. | 《황인선 개인전: 김치팝! Kimchipopped!》 도암갤러리에서 2025년 10월 16일(목)부터 11월 15일(토)까지 황인선 개인전《김치팝! Kimchipopped!》을 | 2 | 0 | 도암갤러리,2025-10-16,,unknown,,0.95,3498 | 공지 | 황인선 개인전《김치팝! Kimchipopped!》2025.10.16.-11.15. | 《황인선 개인전: 김치팝! Kimchipopped!》 도암갤러리에서 2025년 10월 16일(목)부터 11월 15일(토)까지 황인선 개인전《김치팝! Kimchipopped!》을 | 2 | 0 | 도암갤러리,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:13
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,푸르메재단 넥슨어린이재활병원 기금모금 자선전시《마음으로 연결된 우리》2025.08.02. ~ 08.09.,조회 | 1339 | 공지 | 푸르메재단 넥슨어린이재활병원 기금모금 자선전시《마음으로 연결된 우리》2025.08.02. ~ 08.09. | 도암갤러리와 청소년 예술가가 함께하는 푸르메재단 넥슨어린이재활병원 기금모금 자선전시 “제2회 마음으로 연결된 우리: 예술을 통한 이해와 공감” 어반리맵 | 8 | 0,2025-08-02,,unknown,,0.84,조회 | 1339 | 공지 | 푸르메재단 넥슨어린이재활병원 기금모금 자선전시《마음으로 연결된 우리》2025.08.02. ~ 08.09. | 도암갤러리와 청소년 예술가가 함께하는 푸르메재단 넥슨어린이재활병원 기금모금 자선전시 “제2회 마음으로 연결된 우리: 예술을 통한 이해와 공감” 어반리맵 | 8 | 0,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:14
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,도암갤러리와 청소년 예술가가 함께하는 푸르메재단 넥슨어린이재활병원 기금모금 자선전시 “제2회 마음으로 연결된 우리: 예술을 통한 이해와 공감” 어반리맵,1339 | 공지 | 푸르메재단 넥슨어린이재활병원 기금모금 자선전시《마음으로 연결된 우리》2025.08.02. ~ 08.09. | 도암갤러리와 청소년 예술가가 함께하는 푸르메재단 넥슨어린이재활병원 기금모금 자선전시 “제2회 마음으로 연결된 우리: 예술을 통한 이해와 공감” 어반리맵 | 8 | 0 | 도암갤러리,2025-08-02,,unknown,,0.84,1339 | 공지 | 푸르메재단 넥슨어린이재활병원 기금모금 자선전시《마음으로 연결된 우리》2025.08.02. ~ 08.09. | 도암갤러리와 청소년 예술가가 함께하는 푸르메재단 넥슨어린이재활병원 기금모금 자선전시 “제2회 마음으로 연결된 우리: 예술을 통한 이해와 공감” 어반리맵 | 8 | 0 | 도암갤러리,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:16
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,구본아 개인전《벽에 쓰는 시 Poetry on the Wall》2025.05.22. - 06.28.,조회 | 3496 | 공지 | 구본아 개인전《벽에 쓰는 시 Poetry on the Wall》2025.05.22. - 06.28. | 《구본아 개인전: 벽에 쓰는 시 Poetry on the Wall》 [전시소개] 도암갤러리에서 2025년 5월 22일(목)부터 6월 28일(토)까지 구본아 작가의 개인전 《벽에 | 3 | 0,2025-05-22,,unknown,,0.95,조회 | 3496 | 공지 | 구본아 개인전《벽에 쓰는 시 Poetry on the Wall》2025.05.22. - 06.28. | 《구본아 개인전: 벽에 쓰는 시 Poetry on the Wall》 [전시소개] 도암갤러리에서 2025년 5월 22일(목)부터 6월 28일(토)까지 구본아 작가의 개인전 《벽에 | 3 | 0,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:17
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,《구본아 개인전: 벽에 쓰는 시 Poetry on the Wall》 [전시소개] 도암갤러리에서 2025년 5월 22일(목)부터 6월 28일(토)까지 구본아 작가의 개인전 《벽에,3496 | 공지 | 구본아 개인전《벽에 쓰는 시 Poetry on the Wall》2025.05.22. - 06.28. | 《구본아 개인전: 벽에 쓰는 시 Poetry on the Wall》 [전시소개] 도암갤러리에서 2025년 5월 22일(목)부터 6월 28일(토)까지 구본아 작가의 개인전 《벽에 | 3 | 0 | 도암갤러리,2025-05-22,,unknown,,0.95,3496 | 공지 | 구본아 개인전《벽에 쓰는 시 Poetry on the Wall》2025.05.22. - 06.28. | 《구본아 개인전: 벽에 쓰는 시 Poetry on the Wall》 [전시소개] 도암갤러리에서 2025년 5월 22일(목)부터 6월 28일(토)까지 구본아 작가의 개인전 《벽에 | 3 | 0 | 도암갤러리,verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:18
inst-00082,도암갤러리,https://doam.me/index,https://doam.me/Exhibition_Information,1,https://doam.me/Exhibition_Information,도암갤러리 기획전《어떤 물질로부터 From a Certain Matter》2025.04.03. - 05.03.,"조회 | 2106 | 공지 | 도암갤러리 기획전《어떤 물질로부터 From a Certain Matter》2025.04.03. - 05.03. | 도암갤러리에서 2025년 4월 3일(목)부터 5월 3일(토)까지 구지언, 박소현, 심다은, 이예주, 이호경, 정원 등 작가 6인과 함께하는 기획전 《어떤 물질로부터 From a | 5 | 1",2025-04-03,,unknown,,0.95,"조회 | 2106 | 공지 | 도암갤러리 기획전《어떤 물질로부터 From a Certain Matter》2025.04.03. - 05.03. | 도암갤러리에서 2025년 4월 3일(목)부터 5월 3일(토)까지 구지언, 박소현, 심다은, 이예주, 이호경, 정원 등 작가 6인과 함께하는 기획전 《어떤 물질로부터 From a | 5 | 1",verified,90,"http 200; text extracted; event name match; institution title match; start date match; exhibition keyword; negative signal: 404, 로그인, 권한",https://doam.me/Exhibition_Information,200,2026-05-02T12:46:19
